Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,AZ,Arizona,Chandler,City,BRFSS,Prevention,412000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,37.6,36.6,38.5,,,"236,123","(33.28318981, -111.852210033)",PREVENT,COREM,412000,,Core preventive services for older men
2016,AL,Alabama,Birmingham,City,BRFSS,Prevention,107000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26,25.4,26.6,,,"212,237","(33.5275663773, -86.7988174678)",PREVENT,COREW,107000,,Core preventive services for older women
2016,AK,Alaska,Anchorage,City,BRFSS,Prevention,203000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,39.6,38.7,40.4,,,"291,826","(61.149868731, -149.111113424)",PREVENT,COREM,203000,,Core preventive services for older men
2016,AL,Alabama,Hoover,City,BRFSS,Prevention,135896,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,38.6,37.1,40,,,"81,619","(33.3767602729, -86.8051937568)",PREVENT,COREW,135896,,Core preventive services for older women
2016,AL,Alabama,Mobile,City,BRFSS,Prevention,150000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.7,30,31.4,,,"195,111","(30.6776248648, -88.1184482714)",PREVENT,COREW,150000,,Core preventive services for older women
2016,AZ,Arizona,Phoenix,City,BRFSS,Prevention,455000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.3,30,30.6,,,"1,445,632","(33.5724138695, -112.088995222)",PREVENT,COREW,455000,,Core preventive services for older women
2016,AZ,Arizona,Mesa,City,BRFSS,Prevention,446000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,35.8,35.1,36.5,,,"439,041","(33.4022837359, -111.718721181)",PREVENT,COREM,446000,,Core preventive services for older men
2016,AZ,Arizona,Glendale,City,BRFSS,Prevention,427820,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.9,32.1,33.7,,,"226,721","(33.5796123089, -112.225306421)",PREVENT,COREM,427820,,Core preventive services for older men
2016,AZ,Arizona,Phoenix,City,BRFSS,Prevention,455000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.7,33.4,34,,,"1,445,632","(33.5724138695, -112.088995222)",PREVENT,COREM,455000,,Core preventive services for older men
2016,AZ,Arizona,Glendale,City,BRFSS,Prevention,427820,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.3,28.7,29.9,,,"226,721","(33.5796123089, -112.225306421)",PREVENT,COREW,427820,,Core preventive services for older women
2016,AZ,Arizona,Mesa,City,BRFSS,Prevention,446000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,31.6,31,32.2,,,"439,041","(33.4022837359, -111.718721181)",PREVENT,COREW,446000,,Core preventive services for older women
2016,AZ,Arizona,Peoria,City,BRFSS,Prevention,454050,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.5,32.6,34.4,,,"154,065","(33.7847206422, -112.298680584)",PREVENT,COREW,454050,,Core preventive services for older women
2016,CA,California,Irvine,City,BRFSS,Prevention,636770,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,36.4,35.5,37.3,,,"212,375","(33.6780108904, -117.773633283)",PREVENT,COREW,636770,,Core preventive services for older women
2016,CA,California,Lakewood,City,BRFSS,Prevention,639892,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,37.7,36.7,38.7,,,"80,048","(33.8470531941, -118.122204765)",PREVENT,COREW,639892,,Core preventive services for older women
2016,CA,California,Long Beach,City,BRFSS,Prevention,643000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.1,28.6,29.6,,,"462,257","(33.8060144825, -118.160894146)",PREVENT,COREM,643000,,Core preventive services for older men
2016,CA,California,Hesperia,City,BRFSS,Prevention,633434,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.4,25.5,27.4,,,"90,173","(34.3973476773, -117.314392219)",PREVENT,COREW,633434,,Core preventive services for older women
2016,CA,California,Inglewood,City,BRFSS,Prevention,636546,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,22.3,21.5,23.2,,,"109,673","(33.9565748018, -118.344444926)",PREVENT,COREM,636546,,Core preventive services for older men
2016,CA,California,Los Angeles,City,BRFSS,Prevention,644000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.3,33.1,33.4,,,"3,792,621","(34.1182277898, -118.408500088)",PREVENT,COREW,644000,,Core preventive services for older women
2016,CA,California,Los Angeles,City,BRFSS,Prevention,644000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,28.1,28,28.3,,,"3,792,621","(34.1182277898, -118.408500088)",PREVENT,COREM,644000,,Core preventive services for older men
2016,CA,California,Mission Viejo,City,BRFSS,Prevention,648256,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,37.4,35.8,39,,,"93,305","(33.6095976891, -117.655029608)",PREVENT,COREW,648256,,Core preventive services for older women
2016,CA,California,Murrieta,City,BRFSS,Prevention,650076,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,34.7,32.9,36.5,,,"103,466","(33.5719743356, -117.190921143)",PREVENT,COREM,650076,,Core preventive services for older men
2016,CA,California,Mountain View,City,BRFSS,Prevention,649670,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,38.7,37.3,40,,,"74,066","(37.3999252379, -122.079544343)",PREVENT,COREM,649670,,Core preventive services for older men
2016,CA,California,Lynwood,City,BRFSS,Prevention,644574,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,18.9,17.9,20.1,,,"69,772","(33.9239616867, -118.201648375)",PREVENT,COREM,644574,,Core preventive services for older men
2016,CA,California,Newport Beach,City,BRFSS,Prevention,651182,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,39.2,38.1,40.4,,,"85,186","(33.6150103607, -117.867364631)",PREVENT,COREW,651182,,Core preventive services for older women
2016,CA,California,Murrieta,City,BRFSS,Prevention,650076,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,35.6,33.8,37.3,,,"103,466","(33.5719743356, -117.190921143)",PREVENT,COREW,650076,,Core preventive services for older women
2016,CA,California,Mission Viejo,City,BRFSS,Prevention,648256,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,45,43.3,46.7,,,"93,305","(33.6095976891, -117.655029608)",PREVENT,COREM,648256,,Core preventive services for older men
2016,CA,California,Napa,City,BRFSS,Prevention,650258,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.3,29.1,31.7,,,"76,915","(38.2980424649, -122.301093331)",PREVENT,COREW,650258,,Core preventive services for older women
2016,CA,California,Manteca,City,BRFSS,Prevention,645484,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,36,34.3,37.7,,,"67,096","(37.7961925102, -121.231230612)",PREVENT,COREM,645484,,Core preventive services for older men
2016,CA,California,Newport Beach,City,BRFSS,Prevention,651182,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,47.5,45.9,48.8,,,"85,186","(33.6150103607, -117.867364631)",PREVENT,COREM,651182,,Core preventive services for older men
2016,CA,California,Menifee,City,BRFSS,Prevention,646842,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,32.7,31.3,34.2,,,"77,519","(33.6909533045, -117.18487699)",PREVENT,COREW,646842,,Core preventive services for older women
2016,CA,California,Modesto,City,BRFSS,Prevention,648354,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33,31.9,34.1,,,"201,165","(37.6615478221, -120.988548061)",PREVENT,COREM,648354,,Core preventive services for older men
2016,CA,California,Modesto,City,BRFSS,Prevention,648354,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.6,28.8,30.5,,,"201,165","(37.6615478221, -120.988548061)",PREVENT,COREW,648354,,Core preventive services for older women
2016,CA,California,Merced,City,BRFSS,Prevention,646898,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,24.1,23,25.2,,,"78,958","(37.3055863217, -120.477710571)",PREVENT,COREW,646898,,Core preventive services for older women
2016,CA,California,Milpitas,City,BRFSS,Prevention,647766,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,33.6,32.3,35.1,,,"66,790","(37.433869763, -121.892083025)",PREVENT,COREM,647766,,Core preventive services for older men
2016,CA,California,Lynwood,City,BRFSS,Prevention,644574,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,24.5,23.4,25.6,,,"69,772","(33.9239616867, -118.201648375)",PREVENT,COREW,644574,,Core preventive services for older women
2016,CA,California,Milpitas,City,BRFSS,Prevention,647766,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,34.1,32.9,35.4,,,"66,790","(37.433869763, -121.892083025)",PREVENT,COREW,647766,,Core preventive services for older women
2016,CA,California,Norwalk,City,BRFSS,Prevention,652526,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,25,24.2,25.8,,,"105,549","(33.9068808228, -118.082915204)",PREVENT,COREM,652526,,Core preventive services for older men
2016,CA,California,Manteca,City,BRFSS,Prevention,645484,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,31.1,29.7,32.6,,,"67,096","(37.7961925102, -121.231230612)",PREVENT,COREW,645484,,Core preventive services for older women
2016,CA,California,Napa,City,BRFSS,Prevention,650258,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,37.9,36.3,39.6,,,"76,915","(38.2980424649, -122.301093331)",PREVENT,COREM,650258,,Core preventive services for older men
2016,CA,California,Merced,City,BRFSS,Prevention,646898,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,27.5,26.1,29,,,"78,958","(37.3055863217, -120.477710571)",PREVENT,COREM,646898,,Core preventive services for older men
2016,CA,California,Mountain View,City,BRFSS,Prevention,649670,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,36.6,35.4,37.8,,,"74,066","(37.3999252379, -122.079544343)",PREVENT,COREW,649670,,Core preventive services for older women
2016,CA,California,Menifee,City,BRFSS,Prevention,646842,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.3,30.5,34.1,,,"77,519","(33.6909533045, -117.18487699)",PREVENT,COREM,646842,,Core preventive services for older men
2016,CA,California,Moreno Valley,City,BRFSS,Prevention,649270,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,26.8,26.1,27.3,,,"193,365","(33.9244314112, -117.204501895)",PREVENT,COREM,649270,,Core preventive services for older men
2016,CA,California,Moreno Valley,City,BRFSS,Prevention,649270,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,28.5,27.9,29,,,"193,365","(33.9244314112, -117.204501895)",PREVENT,COREW,649270,,Core preventive services for older women
2016,CA,California,Rancho Cucamonga,City,BRFSS,Prevention,659451,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,32.8,32,33.7,,,"165,269","(34.1245895555, -117.56617587)",PREVENT,COREW,659451,,Core preventive services for older women
2016,CA,California,Orange,City,BRFSS,Prevention,653980,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33,32.1,33.9,,,"136,416","(33.8046419567, -117.8231855)",PREVENT,COREW,653980,,Core preventive services for older women
2016,CA,California,Palmdale,City,BRFSS,Prevention,655156,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,25.2,24.5,25.9,,,"152,750","(34.5944899803, -118.105772328)",PREVENT,COREM,655156,,Core preventive services for older men
2016,CA,California,Redondo Beach,City,BRFSS,Prevention,660018,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,35.9,34.4,37.3,,,"66,748","(33.8575280159, -118.376567893)",PREVENT,COREM,660018,,Core preventive services for older men
2016,CA,California,Orange,City,BRFSS,Prevention,653980,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.2,39.1,41.4,,,"136,416","(33.8046419567, -117.8231855)",PREVENT,COREM,653980,,Core preventive services for older men
2016,CA,California,Richmond,City,BRFSS,Prevention,660620,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.8,28.9,30.8,,,"103,701","(37.9479710365, -122.336803759)",PREVENT,COREM,660620,,Core preventive services for older men
2016,CA,California,Pomona,City,BRFSS,Prevention,658072,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.6,28.9,30.5,,,"149,058","(34.0585026366, -117.762551658)",PREVENT,COREW,658072,,Core preventive services for older women
2016,CA,California,Perris,City,BRFSS,Prevention,656700,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,24.8,23.7,25.9,,,"68,386","(33.7897346094, -117.223291831)",PREVENT,COREW,656700,,Core preventive services for older women
2016,CA,California,Redondo Beach,City,BRFSS,Prevention,660018,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,42.8,41.6,43.9,,,"66,748","(33.8575280159, -118.376567893)",PREVENT,COREW,660018,,Core preventive services for older women
2016,CA,California,Rialto,City,BRFSS,Prevention,660466,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,23.3,22.5,24.1,,,"99,171","(34.1128158089, -117.388535978)",PREVENT,COREM,660466,,Core preventive services for older men
2016,CA,California,Redwood City,City,BRFSS,Prevention,660102,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,36.3,34.9,37.6,,,"76,815","(37.5009145276, -122.224767617)",PREVENT,COREW,660102,,Core preventive services for older women
2016,CA,California,Pleasanton,City,BRFSS,Prevention,657792,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,39.8,38.2,41.3,,,"70,285","(37.6656092171, -121.880775002)",PREVENT,COREW,657792,,Core preventive services for older women
2016,CA,California,Pasadena,City,BRFSS,Prevention,656000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,31.3,30.6,32,,,"137,122","(34.1597634806, -118.138921644)",PREVENT,COREM,656000,,Core preventive services for older men
2016,CA,California,Redlands,City,BRFSS,Prevention,659962,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,32.7,30.5,34.7,,,"68,747","(34.0511315317, -117.170935294)",PREVENT,COREM,659962,,Core preventive services for older men
2016,CA,California,Redding,City,BRFSS,Prevention,659920,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.6,28.4,30.9,,,"89,861","(40.5697591271, -122.365026322)",PREVENT,COREW,659920,,Core preventive services for older women
2016,CA,California,Rialto,City,BRFSS,Prevention,660466,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,25.2,24.6,26,,,"99,171","(34.1128158089, -117.388535978)",PREVENT,COREW,660466,,Core preventive services for older women
2016,CA,California,Ontario,City,BRFSS,Prevention,653896,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,24.9,24.2,25.8,,,"163,924","(34.0392649464, -117.606427103)",PREVENT,COREM,653896,,Core preventive services for older men
2016,CA,California,Rancho Cucamonga,City,BRFSS,Prevention,659451,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,31,30,31.9,,,"165,269","(34.1245895555, -117.56617587)",PREVENT,COREM,659451,,Core preventive services for older men
2016,CA,California,Pleasanton,City,BRFSS,Prevention,657792,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.5,38.7,42.3,,,"70,285","(37.6656092171, -121.880775002)",PREVENT,COREM,657792,,Core preventive services for older men
2016,CA,California,Redding,City,BRFSS,Prevention,659920,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,35.4,34,36.9,,,"89,861","(40.5697591271, -122.365026322)",PREVENT,COREM,659920,,Core preventive services for older men
2016,CA,California,Perris,City,BRFSS,Prevention,656700,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,23.6,22.4,24.9,,,"68,386","(33.7897346094, -117.223291831)",PREVENT,COREM,656700,,Core preventive services for older men
2016,CA,California,Ontario,City,BRFSS,Prevention,653896,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,26.7,26,27.4,,,"163,924","(34.0392649464, -117.606427103)",PREVENT,COREW,653896,,Core preventive services for older women
2016,CA,California,Oxnard,City,BRFSS,Prevention,654652,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,27.7,26.7,28.6,,,"197,899","(34.1959237731, -119.18187657)",PREVENT,COREM,654652,,Core preventive services for older men
2016,CA,California,Redwood City,City,BRFSS,Prevention,660102,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,37.6,35.9,39.1,,,"76,815","(37.5009145276, -122.224767617)",PREVENT,COREM,660102,,Core preventive services for older men
2016,CA,California,Pasadena,City,BRFSS,Prevention,656000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,36.7,36.1,37.3,,,"137,122","(34.1597634806, -118.138921644)",PREVENT,COREW,656000,,Core preventive services for older women
2016,CA,California,Redlands,City,BRFSS,Prevention,659962,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,33.2,31.5,34.8,,,"68,747","(34.0511315317, -117.170935294)",PREVENT,COREW,659962,,Core preventive services for older women
2016,CA,California,Oakland,City,BRFSS,Prevention,653000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.9,29.5,30.3,,,"390,724","(37.790878035, -122.214859257)",PREVENT,COREW,653000,,Core preventive services for older women
2016,CA,California,Oceanside,City,BRFSS,Prevention,653322,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,32.2,31.2,33.3,,,"167,086","(33.2247457474, -117.308200285)",PREVENT,COREW,653322,,Core preventive services for older women
2016,CA,California,Richmond,City,BRFSS,Prevention,660620,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,29.8,29,30.7,,,"103,701","(37.9479710365, -122.336803759)",PREVENT,COREW,660620,,Core preventive services for older women
2016,CA,California,Oakland,City,BRFSS,Prevention,653000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,30.5,30,31,,,"390,724","(37.790878035, -122.214859257)",PREVENT,COREM,653000,,Core preventive services for older men
2016,CA,California,Oxnard,City,BRFSS,Prevention,654652,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,28,27.2,28.8,,,"197,899","(34.1959237731, -119.18187657)",PREVENT,COREW,654652,,Core preventive services for older women
2016,CA,California,Oceanside,City,BRFSS,Prevention,653322,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.1,28,30.1,,,"167,086","(33.2247457474, -117.308200285)",PREVENT,COREM,653322,,Core preventive services for older men
2016,CA,California,Palmdale,City,BRFSS,Prevention,655156,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,30.5,29.9,31.2,,,"152,750","(34.5944899803, -118.105772328)",PREVENT,COREW,655156,,Core preventive services for older women
2016,CA,California,Pomona,City,BRFSS,Prevention,658072,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,23.8,23.1,24.5,,,"149,058","(34.0585026366, -117.762551658)",PREVENT,COREM,658072,,Core preventive services for older men
2016,CA,California,San Bernardino,City,BRFSS,Prevention,665000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,22.4,21.8,23.1,,,"209,924","(34.1392322844, -117.295272732)",PREVENT,COREM,665000,,Core preventive services for older men
2016,CA,California,Roseville,City,BRFSS,Prevention,662938,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",%,CrdPrv,Crude prevalence,34.9,33.5,36.3,,,"118,788","(38.7657516182, -121.302847708)",PREVENT,COREW,662938,,Core preventive services for older women
