,Year,StateAbbr,CityName,GeographicLevel,UniqueID,Measure,DataValue,LowConfidenceLimit,HighConfidenceLimit,PopulationCount,GeoLocation,MeasureId,CityFIPS,ShortQuestionText,lats,longs,top5state,geometry
202,2016,CA,Oakland,City,653000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.9,29.5,30.3,390724,"['37.790878035', ' -122.214859257']",COREW,653000,Core preventive services for older women,37.790878035,-122.214859257,yes,POINT (37.790878035 -122.214859257)
203,2016,CA,Oceanside,City,653322,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.2,31.2,33.3,167086,"['33.2247457474', ' -117.308200285']",COREW,653322,Core preventive services for older women,33.2247457474,-117.308200285,yes,POINT (33.2247457474 -117.308200285)
204,2016,CA,Richmond,City,660620,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.8,29.0,30.7,103701,"['37.9479710365', ' -122.336803759']",COREW,660620,Core preventive services for older women,37.9479710365,-122.336803759,yes,POINT (37.9479710365 -122.336803759)
205,2016,CA,Oakland,City,653000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",30.5,30.0,31.0,390724,"['37.790878035', ' -122.214859257']",COREM,653000,Core preventive services for older men,37.790878035,-122.214859257,yes,POINT (37.790878035 -122.214859257)
206,2016,CA,Oxnard,City,654652,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",28.0,27.2,28.8,197899,"['34.1959237731', ' -119.18187657']",COREW,654652,Core preventive services for older women,34.1959237731,-119.18187657,yes,POINT (34.1959237731 -119.18187657)
207,2016,CA,Oceanside,City,653322,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",29.1,28.0,30.1,167086,"['33.2247457474', ' -117.308200285']",COREM,653322,Core preventive services for older men,33.2247457474,-117.308200285,yes,POINT (33.2247457474 -117.308200285)
208,2016,CA,Palmdale,City,655156,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",30.5,29.9,31.2,152750,"['34.5944899803', ' -118.105772328']",COREW,655156,Core preventive services for older women,34.5944899803,-118.105772328,yes,POINT (34.5944899803 -118.105772328)
209,2016,CA,Pomona,City,658072,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",23.8,23.1,24.5,149058,"['34.0585026366', ' -117.762551658']",COREM,658072,Core preventive services for older men,34.0585026366,-117.762551658,yes,POINT (34.0585026366 -117.762551658)
210,2016,CA,San Bernardino,City,665000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",22.4,21.8,23.1,209924,"['34.1392322844', ' -117.295272732']",COREM,665000,Core preventive services for older men,34.1392322844,-117.295272732,yes,POINT (34.1392322844 -117.295272732)
211,2016,CA,Roseville,City,662938,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",34.9,33.5,36.3,118788,"['38.7657516182', ' -121.302847708']",COREW,662938,Core preventive services for older women,38.7657516182,-121.302847708,yes,POINT (38.7657516182 -121.302847708)
212,2016,CA,Salinas,City,664224,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",24.0,23.0,25.0,150441,"['36.6889174321', ' -121.631811961']",COREW,664224,Core preventive services for older women,36.6889174321,-121.631811961,yes,POINT (36.6889174321 -121.631811961)
213,2016,CA,San Bernardino,City,665000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",23.3,22.7,23.9,209924,"['34.1392322844', ' -117.295272732']",COREW,665000,Core preventive services for older women,34.1392322844,-117.295272732,yes,POINT (34.1392322844 -117.295272732)
214,2016,CA,San Buenaventura (Ventura),City,665042,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",35.9,34.6,37.3,106433,"['34.2743610206', ' -119.231436551']",COREM,665042,Core preventive services for older men,34.2743610206,-119.231436551,yes,POINT (34.2743610206 -119.231436551)
215,2016,CA,Roseville,City,662938,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",39.2,37.5,41.1,118788,"['38.7657516182', ' -121.302847708']",COREM,662938,Core preventive services for older men,38.7657516182,-121.302847708,yes,POINT (38.7657516182 -121.302847708)
216,2016,CA,Sacramento,City,664000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",25.8,25.4,26.2,466488,"['38.5666321567', ' -121.468299801']",COREW,664000,Core preventive services for older women,38.5666321567,-121.468299801,yes,POINT (38.5666321567 -121.468299801)
217,2016,CA,San Diego,City,666000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",29.6,29.2,29.9,1307402,"['32.8355639418', ' -117.119792061']",COREM,666000,Core preventive services for older men,32.8355639418,-117.119792061,yes,POINT (32.8355639418 -117.119792061)
218,2016,CA,Riverside,City,662000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",30.9,30.3,31.5,303871,"['33.9381251685', ' -117.394845824']",COREW,662000,Core preventive services for older women,33.9381251685,-117.394845824,yes,POINT (33.9381251685 -117.394845824)
219,2016,CA,Sacramento,City,664000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",29.0,28.5,29.4,466488,"['38.5666321567', ' -121.468299801']",COREM,664000,Core preventive services for older men,38.5666321567,-121.468299801,yes,POINT (38.5666321567 -121.468299801)
220,2016,CA,Salinas,City,664224,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",27.3,26.3,28.3,150441,"['36.6889174321', ' -121.631811961']",COREM,664224,Core preventive services for older men,36.6889174321,-121.631811961,yes,POINT (36.6889174321 -121.631811961)
221,2016,CA,Riverside,City,662000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",30.3,29.7,31.0,303871,"['33.9381251685', ' -117.394845824']",COREM,662000,Core preventive services for older men,33.9381251685,-117.394845824,yes,POINT (33.9381251685 -117.394845824)
222,2016,CA,San Buenaventura (Ventura),City,665042,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",35.4,34.2,36.6,106433,"['34.2743610206', ' -119.231436551']",COREW,665042,Core preventive services for older women,34.2743610206,-119.231436551,yes,POINT (34.2743610206 -119.231436551)
223,2016,CA,San Diego,City,666000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",33.2,32.9,33.5,1307402,"['32.8355639418', ' -117.119792061']",COREW,666000,Core preventive services for older women,32.8355639418,-117.119792061,yes,POINT (32.8355639418 -117.119792061)
224,2016,CA,San Jose,City,668000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",34.4,34.0,34.8,945942,"['37.3003963176', ' -121.847228423']",COREM,668000,Core preventive services for older men,37.3003963176,-121.847228423,yes,POINT (37.3003963176 -121.847228423)
225,2016,CA,San Mateo,City,668252,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",37.6,36.4,38.6,97207,"['37.5518226893', ' -122.312390346']",COREM,668252,Core preventive services for older men,37.5518226893,-122.312390346,yes,POINT (37.5518226893 -122.312390346)
226,2016,CA,San Francisco,City,667000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.7,29.4,30.0,805235,"['37.7559136611', ' -122.440987876']",COREW,667000,Core preventive services for older women,37.7559136611,-122.440987876,yes,POINT (37.7559136611 -122.440987876)
227,2016,CA,San Jose,City,668000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",33.3,33.0,33.6,945942,"['37.3003963176', ' -121.847228423']",COREW,668000,Core preventive services for older women,37.3003963176,-121.847228423,yes,POINT (37.3003963176 -121.847228423)
228,2016,CA,San Marcos,City,668196,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.0,30.2,33.6,83781,"['33.134965986', ' -117.174363098']",COREW,668196,Core preventive services for older women,33.134965986,-117.174363098,yes,POINT (33.134965986 -117.174363098)
229,2016,CA,San Marcos,City,668196,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",28.7,27.1,30.3,83781,"['33.134965986', ' -117.174363098']",COREM,668196,Core preventive services for older men,33.134965986,-117.174363098,yes,POINT (33.134965986 -117.174363098)
230,2016,CA,Santa Ana,City,669000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",25.0,24.4,25.5,324528,"['33.7366948419', ' -117.881890237']",COREW,669000,Core preventive services for older women,33.7366948419,-117.881890237,yes,POINT (33.7366948419 -117.881890237)
231,2016,CA,San Ramon,City,668378,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",40.5,39.0,42.0,72148,"['37.7623705462', ' -121.938150371']",COREW,668378,Core preventive services for older women,37.7623705462,-121.938150371,yes,POINT (37.7623705462 -121.938150371)
232,2016,CA,San Ramon,City,668378,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",39.9,38.2,41.5,72148,"['37.7623705462', ' -121.938150371']",COREM,668378,Core preventive services for older men,37.7623705462,-121.938150371,yes,POINT (37.7623705462 -121.938150371)
233,2016,CA,San Francisco,City,667000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.7,32.3,33.1,805235,"['37.7559136611', ' -122.440987876']",COREM,667000,Core preventive services for older men,37.7559136611,-122.440987876,yes,POINT (37.7559136611 -122.440987876)
234,2016,CA,San Leandro,City,668084,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",31.8,30.8,32.8,84950,"['37.7074299262', ' -122.159061655']",COREW,668084,Core preventive services for older women,37.7074299262,-122.159061655,yes,POINT (37.7074299262 -122.159061655)
235,2016,CA,Santa Ana,City,669000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",30.1,29.5,30.8,324528,"['33.7366948419', ' -117.881890237']",COREM,669000,Core preventive services for older men,33.7366948419,-117.881890237,yes,POINT (33.7366948419 -117.881890237)
236,2016,CA,San Mateo,City,668252,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",36.0,34.9,37.0,97207,"['37.5518226893', ' -122.312390346']",COREW,668252,Core preventive services for older women,37.5518226893,-122.312390346,yes,POINT (37.5518226893 -122.312390346)
237,2016,CA,San Leandro,City,668084,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.7,31.5,33.9,84950,"['37.7074299262', ' -122.159061655']",COREM,668084,Core preventive services for older men,37.7074299262,-122.159061655,yes,POINT (37.7074299262 -122.159061655)
238,2016,CA,Stockton,City,675000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",31.4,30.7,32.1,291707,"['37.9766322679', ' -121.311121669']",COREM,675000,Core preventive services for older men,37.9766322679,-121.311121669,yes,POINT (37.9766322679 -121.311121669)
239,2016,CA,Temecula,City,678120,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",36.6,35.4,37.8,100097,"['33.5029980884', ' -117.12239028']",COREW,678120,Core preventive services for older women,33.5029980884,-117.12239028,yes,POINT (33.5029980884 -117.12239028)
240,2016,CA,Santa Monica,City,670000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",35.4,34.3,36.5,89736,"['34.0231891612', ' -118.481563937']",COREM,670000,Core preventive services for older men,34.0231891612,-118.481563937,yes,POINT (34.0231891612 -118.481563937)
241,2016,CA,Tustin,City,680854,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",39.9,38.4,41.5,75540,"['33.7308520326', ' -117.810730968']",COREM,680854,Core preventive services for older men,33.7308520326,-117.810730968,yes,POINT (33.7308520326 -117.810730968)
242,2016,CA,Tracy,City,680238,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",31.7,30.4,32.9,82922,"['37.7243277375', ' -121.444621463']",COREW,680238,Core preventive services for older women,37.7243277375,-121.444621463,yes,POINT (37.7243277375 -121.444621463)
243,2016,CA,Santa Clara,City,669084,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",35.2,34.2,36.2,116468,"['37.3646197504', ' -121.967932117']",COREW,669084,Core preventive services for older women,37.3646197504,-121.967932117,yes,POINT (37.3646197504 -121.967932117)
244,2016,CA,Union City,City,681204,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.1,30.8,33.5,69516,"['37.6028390812', ' -122.018966106']",COREM,681204,Core preventive services for older men,37.6028390812,-122.018966106,yes,POINT (37.6028390812 -122.018966106)
245,2016,CA,Santa Monica,City,670000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",40.4,39.3,41.5,89736,"['34.0231891612', ' -118.481563937']",COREW,670000,Core preventive services for older women,34.0231891612,-118.481563937,yes,POINT (34.0231891612 -118.481563937)
246,2016,CA,Santa Rosa,City,670098,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",36.5,35.0,37.8,167815,"['38.4464423102', ' -122.706005935']",COREM,670098,Core preventive services for older men,38.4464423102,-122.706005935,yes,POINT (38.4464423102 -122.706005935)
247,2016,CA,Sunnyvale,City,677000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",39.0,37.9,40.0,140081,"['37.3834416566', ' -122.025624324']",COREM,677000,Core preventive services for older men,37.3834416566,-122.025624324,yes,POINT (37.3834416566 -122.025624324)
248,2016,CA,Union City,City,681204,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.7,31.6,33.9,69516,"['37.6028390812', ' -122.018966106']",COREW,681204,Core preventive services for older women,37.6028390812,-122.018966106,yes,POINT (37.6028390812 -122.018966106)
249,2016,CA,Santa Maria,City,669196,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",26.8,25.2,28.3,99553,"['34.9333735757', ' -120.443326954']",COREM,669196,Core preventive services for older men,34.9333735757,-120.443326954,yes,POINT (34.9333735757 -120.443326954)
250,2016,CA,Torrance,City,680000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",33.3,32.5,34.0,145438,"['33.8345985464', ' -118.341641983']",COREM,680000,Core preventive services for older men,33.8345985464,-118.341641983,yes,POINT (33.8345985464 -118.341641983)
251,2016,CA,Santa Clarita,City,669088,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",32.9,32.0,33.7,176320,"['34.4119039185', ' -118.503504698']",COREM,669088,Core preventive services for older men,34.4119039185,-118.503504698,yes,POINT (34.4119039185 -118.503504698)
252,2016,CA,Upland,City,681344,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",31.6,30.4,32.9,73732,"['34.1178445701', ' -117.660290062']",COREM,681344,Core preventive services for older men,34.1178445701,-117.660290062,yes,POINT (34.1178445701 -117.660290062)
253,2016,CA,South Gate,City,673080,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",25.9,25.0,27.0,94396,"['33.9447322664', ' -118.192550525']",COREW,673080,Core preventive services for older women,33.9447322664,-118.192550525,yes,POINT (33.9447322664 -118.192550525)
254,2016,CA,Tracy,City,680238,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",35.7,34.2,37.3,82922,"['37.7243277375', ' -121.444621463']",COREM,680238,Core preventive services for older men,37.7243277375,-121.444621463,yes,POINT (37.7243277375 -121.444621463)
255,2016,CA,Turlock,City,680812,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",34.1,31.8,36.1,68549,"['37.5052158271', ' -120.858762412']",COREM,680812,Core preventive services for older men,37.5052158271,-120.858762412,yes,POINT (37.5052158271 -120.858762412)
256,2016,CA,Santa Barbara,City,669070,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",34.5,33.1,35.9,88410,"['34.4285733874', ' -119.720187334']",COREM,669070,Core preventive services for older men,34.4285733874,-119.720187334,yes,POINT (34.4285733874 -119.720187334)
257,2016,CA,Torrance,City,680000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",39.9,39.2,40.6,145438,"['33.8345985464', ' -118.341641983']",COREW,680000,Core preventive services for older women,33.8345985464,-118.341641983,yes,POINT (33.8345985464 -118.341641983)
258,2016,CA,Vacaville,City,681554,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",35.9,34.0,37.8,92428,"['38.3597235063', ' -121.96903046']",COREM,681554,Core preventive services for older men,38.3597235063,-121.96903046,yes,POINT (38.3597235063 -121.96903046)
259,2016,CA,Stockton,City,675000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",27.0,26.4,27.5,291707,"['37.9766322679', ' -121.311121669']",COREW,675000,Core preventive services for older women,37.9766322679,-121.311121669,yes,POINT (37.9766322679 -121.311121669)
260,2016,CA,Vacaville,City,681554,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",36.7,34.9,38.7,92428,"['38.3597235063', ' -121.96903046']",COREW,681554,Core preventive services for older women,38.3597235063,-121.96903046,yes,POINT (38.3597235063 -121.96903046)
261,2016,CA,Santa Rosa,City,670098,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",33.3,32.2,34.4,167815,"['38.4464423102', ' -122.706005935']",COREW,670098,Core preventive services for older women,38.4464423102,-122.706005935,yes,POINT (38.4464423102 -122.706005935)
262,2016,CA,Thousand Oaks,City,678582,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",38.2,36.9,39.5,126683,"['34.1917745655', ' -118.874888411']",COREW,678582,Core preventive services for older women,34.1917745655,-118.874888411,yes,POINT (34.1917745655 -118.874888411)
263,2016,CA,Simi Valley,City,672016,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",36.7,35.6,37.8,124237,"['34.2662462857', ' -118.748980462']",COREW,672016,Core preventive services for older women,34.2662462857,-118.748980462,yes,POINT (34.2662462857 -118.748980462)
264,2016,CA,Santa Barbara,City,669070,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.7,31.3,34.0,88410,"['34.4285733874', ' -119.720187334']",COREW,669070,Core preventive services for older women,34.4285733874,-119.720187334,yes,POINT (34.4285733874 -119.720187334)
265,2016,CA,Santa Clara,City,669084,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",37.2,36.1,38.3,116468,"['37.3646197504', ' -121.967932117']",COREM,669084,Core preventive services for older men,37.3646197504,-121.967932117,yes,POINT (37.3646197504 -121.967932117)
266,2016,CA,South Gate,City,673080,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",20.9,19.8,21.9,94396,"['33.9447322664', ' -118.192550525']",COREM,673080,Core preventive services for older men,33.9447322664,-118.192550525,yes,POINT (33.9447322664 -118.192550525)
267,2016,CA,Santa Clarita,City,669088,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",39.3,38.4,40.2,176320,"['34.4119039185', ' -118.503504698']",COREW,669088,Core preventive services for older women,34.4119039185,-118.503504698,yes,POINT (34.4119039185 -118.503504698)
268,2016,CA,Santa Maria,City,669196,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",25.8,24.4,27.2,99553,"['34.9333735757', ' -120.443326954']",COREW,669196,Core preventive services for older women,34.9333735757,-120.443326954,yes,POINT (34.9333735757 -120.443326954)
269,2016,CA,Upland,City,681344,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",32.3,31.3,33.3,73732,"['34.1178445701', ' -117.660290062']",COREW,681344,Core preventive services for older women,34.1178445701,-117.660290062,yes,POINT (34.1178445701 -117.660290062)
270,2016,CA,Thousand Oaks,City,678582,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",38.3,36.9,39.8,126683,"['34.1917745655', ' -118.874888411']",COREM,678582,Core preventive services for older men,34.1917745655,-118.874888411,yes,POINT (34.1917745655 -118.874888411)
271,2016,CA,Temecula,City,678120,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",35.3,33.9,36.7,100097,"['33.5029980884', ' -117.12239028']",COREM,678120,Core preventive services for older men,33.5029980884,-117.12239028,yes,POINT (33.5029980884 -117.12239028)
272,2016,CA,Turlock,City,680812,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",30.6,28.6,32.5,68549,"['37.5052158271', ' -120.858762412']",COREW,680812,Core preventive services for older women,37.5052158271,-120.858762412,yes,POINT (37.5052158271 -120.858762412)
273,2016,CA,Simi Valley,City,672016,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",35.9,34.7,37.1,124237,"['34.2662462857', ' -118.748980462']",COREM,672016,Core preventive services for older men,34.2662462857,-118.748980462,yes,POINT (34.2662462857 -118.748980462)
274,2016,CA,Tustin,City,680854,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",33.2,32.0,34.4,75540,"['33.7308520326', ' -117.810730968']",COREW,680854,Core preventive services for older women,33.7308520326,-117.810730968,yes,POINT (33.7308520326 -117.810730968)
275,2016,CA,Sunnyvale,City,677000,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",37.0,36.1,37.9,140081,"['37.3834416566', ' -122.025624324']",COREW,677000,Core preventive services for older women,37.3834416566,-122.025624324,yes,POINT (37.3834416566 -122.025624324)
276,2016,CO,Denver,City,820000,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",38.3,37.8,38.8,600158,"['39.7620283743', ' -104.876365322']",COREM,820000,Core preventive services for older men,39.7620283743,-104.876365322,no,POINT (39.7620283743 -104.876365322)
277,2016,CO,Boulder,City,807850,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",41.5,40.2,42.7,97385,"['40.0275510494', ' -105.25151776']",COREM,807850,Core preventive services for older men,40.0275510494,-105.25151776,no,POINT (40.0275510494 -105.25151776)
278,2016,CA,Westminster,City,684550,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",29.1,28.2,30.0,89701,"['33.7521523769', ' -117.993760054']",COREW,684550,Core preventive services for older women,33.7521523769,-117.993760054,yes,POINT (33.7521523769 -117.993760054)
279,2016,CO,Centennial,City,812815,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",42.7,41.4,44.0,100377,"['39.592872073', ' -104.867986891']",COREM,812815,Core preventive services for older men,39.592872073,-104.867986891,no,POINT (39.592872073 -104.867986891)
280,2016,CA,Vallejo,City,681666,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",31.5,30.7,32.4,115942,"['38.1135329247', ' -122.235518478']",COREM,681666,Core preventive services for older men,38.1135329247,-122.235518478,yes,POINT (38.1135329247 -122.235518478)
281,2016,CA,West Covina,City,684200,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",28.0,27.4,28.7,106098,"['34.0554415174', ' -117.91128206']",COREM,684200,Core preventive services for older men,34.0554415174,-117.91128206,yes,POINT (34.0554415174 -117.91128206)
